Date,TCI,GPR
16-11-2015,22.979190611352,291.98926
17-11-2015,22.3933998230816,354.05188
18-11-2015,22.4826314958892,309.49536
19-11-2015,22.1138674239113,242.89371
20-11-2015,21.8972399507302,212.19295
23-11-2015,21.7595365781264,170.00735
24-11-2015,20.9406954407166,246.83813
25-11-2015,21.3221479317597,247.61719
27-11-2015,20.7893213458492,237.59106
30-11-2015,20.5909102663489,100.22897
01-12-2015,20.3561929335273,170.49982
02-12-2015,20.6532000053917,192.69785
03-12-2015,20.5367964433071,157.92473
04-12-2015,20.3842886365392,156.33292
07-12-2015,20.0006608418566,197.36716
08-12-2015,20.7894927787038,197.98146
09-12-2015,22.1795110925945,199.49637
10-12-2015,21.4745482898104,147.40721
11-12-2015,21.6648607984138,150.00307
14-12-2015,23.7042946788954,119.41858
15-12-2015,23.2341148044661,142.25751
16-12-2015,23.2956257308786,170.60434
17-12-2015,26.0004783573137,162.97997
18-12-2015,25.5044871397812,134.47501
21-12-2015,25.1222857405826,165.01721
22-12-2015,24.7706870300138,143.27715
23-12-2015,24.828308698876,73.73867
24-12-2015,24.8830915120184,111.12447
28-12-2015,24.7967234106771,147.82249
29-12-2015,23.8194736158782,109.34689
30-12-2015,23.7672975958656,141.56273
31-12-2015,24.1963753489799,70.10725
04-01-2016,23.8732836327069,133.57127
05-01-2016,23.7264900364179,205.15903
06-01-2016,23.7066480559091,161.46933
07-01-2016,24.0069924509498,205.20331
08-01-2016,28.106549071162,181.01463
11-01-2016,27.585592032403,95.24955
12-01-2016,28.3032327200354,106.38904
13-01-2016,28.482807638543,139.33461
14-01-2016,28.0734265472005,125.47605
15-01-2016,27.646847119942,112.73136
19-01-2016,29.5865285351059,154.42046
20-01-2016,28.5109102469244,194.3373
21-01-2016,27.9852058311279,87.86652
22-01-2016,27.9614142983497,110.86237
25-01-2016,29.7899798149011,82.81419
26-01-2016,30.0137176451363,72.01234
27-01-2016,29.9059332792303,93.97355
28-01-2016,29.3818184599065,76.83791
29-01-2016,28.5097269324765,83.25236
01-02-2016,29.3429324771192,132.70688
02-02-2016,28.8728528319515,103.51774
03-02-2016,30.0593237138967,104.03104
04-02-2016,29.7471520008146,96.65318
05-02-2016,29.6336791056022,109.37724
08-02-2016,29.7665935687458,139.53093
09-02-2016,30.5374459257479,77.60042
10-02-2016,30.0767420275034,99.32736
11-02-2016,29.232757632815,118.47524
12-02-2016,29.4096765785857,106.14369
16-02-2016,29.5087359187693,128.85191
17-02-2016,30.1776942750703,134.09195
18-02-2016,30.9913092255099,118.95961
19-02-2016,30.7041546194023,161.58867
22-02-2016,29.902386881404,104.66248
23-02-2016,30.5400844114237,150.35768
24-02-2016,30.3221325474237,115.61314
25-02-2016,30.0146142903588,57.18909
26-02-2016,30.0492086021919,88.87377
29-02-2016,29.3442507913349,59.73483
01-03-2016,29.1647593121925,123.2354
02-03-2016,29.0981329401885,81.85124
03-03-2016,29.4772458589057,131.77567
04-03-2016,29.6049371283733,72.01234
07-03-2016,28.5867010040311,67.18156
08-03-2016,27.7246665053376,103.05766
09-03-2016,28.2050197057662,91.76087
10-03-2016,28.8243019942537,99.94816
11-03-2016,28.264646664103,58.51003
14-03-2016,28.9393346033777,134.7485
15-03-2016,27.9986470121898,132.5027
16-03-2016,28.1815714250522,100.38084
17-03-2016,27.5569859626349,79.66935
18-03-2016,29.1209611810078,104.46994
21-03-2016,28.6762673645753,112.46371
22-03-2016,28.024297071461,76.37044
23-03-2016,27.6242962005695,245.37538
24-03-2016,29.0048880910076,141.84798
28-03-2016,28.1262476077841,157.18687
29-03-2016,27.645511503988,168.95631
30-03-2016,27.2832671708063,140.47826
31-03-2016,26.7311827345233,131.27745
01-04-2016,26.4350177781321,156.70491
04-04-2016,26.337770110825,113.14272
05-04-2016,26.1382491933704,89.2608
06-04-2016,26.2115895777999,101.51418
07-04-2016,25.8379822730224,93.87843
08-04-2016,25.845441813389,46.47735
11-04-2016,25.6713104418242,95.73895
12-04-2016,25.9157920497214,79.82091
13-04-2016,26.5168615255748,97.70214
14-04-2016,26.394481799517,96.78153
15-04-2016,26.3140017519152,86.41481
18-04-2016,26.1472455978454,52.3037
19-04-2016,26.0667426370636,90.24624
20-04-2016,25.6187950895228,93.18053
21-04-2016,25.0517295776425,93.31177
22-04-2016,24.8625488448807,76.7216
25-04-2016,24.2935061855057,80.27224
26-04-2016,24.8560699063039,80.30467
27-04-2016,24.6986896243862,74.16196
28-04-2016,24.9941497269349,105.86102
29-04-2016,24.0723476507909,77.53735
02-05-2016,22.8679145210385,99.31861
03-05-2016,23.7204238966465,71.12875
04-05-2016,26.4644803970404,104.36857
05-05-2016,25.5725007695317,103.82675
06-05-2016,25.794324490254,79.36795
09-05-2016,25.5326929295174,100.38084
10-05-2016,25.3365004152773,72.80369
11-05-2016,24.7914460906101,113.59469
12-05-2016,24.2778639230347,101.35812
13-05-2016,23.7530568655379,88.21751
16-05-2016,23.6095502564547,66.8686
17-05-2016,23.5607590745551,88.40447
18-05-2016,23.3334152054944,92.40077
19-05-2016,23.0191263977978,73.92062
20-05-2016,23.1661383751442,115.90248
23-05-2016,23.643984960579,121.70776
24-05-2016,23.2276902467486,86.67697
25-05-2016,22.955895676327,75.74469
26-05-2016,23.0297244546737,68.91611
27-05-2016,22.808214234385,81.85124
31-05-2016,22.4547746040246,141.11044
01-06-2016,21.2692533289348,100.8392
02-06-2016,20.8143133437531,94.64479
03-06-2016,20.6295303389329,144.19884
06-06-2016,19.8126685655703,101.40514
07-06-2016,21.0848254921199,79.22434
08-06-2016,19.7869938313906,76.7216
09-06-2016,19.6200428936805,61.34385
10-06-2016,20.6552426501358,62.16615
13-06-2016,23.1612016354417,93.31177
14-06-2016,23.3728885274266,108.35502
15-06-2016,23.8401513271367,129.70898
16-06-2016,23.5932103851219,78.98128
17-06-2016,23.2608526058431,99.28677
20-06-2016,22.6700978370974,90.82847
21-06-2016,23.3404392288199,116.31918
22-06-2016,23.1580020137967,104.51173
23-06-2016,22.6174716251694,106.85702
24-06-2016,23.0482400333983,67.60342
27-06-2016,27.9118797377839,109.86958
28-06-2016,28.7083857722637,96.44184
29-06-2016,30.2919421550567,151.01411
30-06-2016,31.6257316119606,134.2285
01-07-2016,30.5397009079234,112.06251
05-07-2016,30.2996595437477,98.27862
06-07-2016,30.5939907637045,107.64622
07-07-2016,30.1223385677749,141.47932
08-07-2016,29.6812958048869,131.02864
11-07-2016,29.7569771880836,90.24624
12-07-2016,29.5034943295161,114.82037
13-07-2016,29.2016302217929,57.69349
14-07-2016,28.5919870353928,109.42416
15-07-2016,28.4598683494633,91.61395
18-07-2016,27.4565889491835,158.04234
19-07-2016,26.8400353209002,190.24883
20-07-2016,26.8294742664441,104.29373
21-07-2016,26.8590746518582,146.57379
22-07-2016,26.8078521335903,150.14471
25-07-2016,26.6015714612476,100.57131
26-07-2016,26.4688647781451,81.79179
27-07-2016,26.3905962035556,99.42937
28-07-2016,26.0519065174341,90.89362
29-07-2016,24.9693316861001,107.76387
01-08-2016,24.603467947937,98.58833
02-08-2016,24.5613708720597,126.30241
03-08-2016,24.9677108265478,118.50754
04-08-2016,24.4069082437304,154.44447
05-08-2016,24.2090067069778,93.31177
08-08-2016,23.9952883734067,116.02689
09-08-2016,23.8839899231502,114.03922
10-08-2016,22.8389241238874,116.23045
11-08-2016,22.6569697700421,97.57951
12-08-2016,22.109783570765,112.60854
15-08-2016,21.9105224901098,97.81204
16-08-2016,22.4166807912276,95.12441
17-08-2016,22.0465543663109,61.15509
18-08-2016,21.8069349302957,118.65913
19-08-2016,22.9026812746932,78.40397
22-08-2016,21.8606634879893,84.60389
23-08-2016,21.397765697747,89.98486
24-08-2016,21.6120109056838,139.23227
25-08-2016,22.1509962901208,176.96521
26-08-2016,22.0334238595852,80.30467
29-08-2016,21.8404175127305,151.19604
30-08-2016,21.5800699608262,79.747
31-08-2016,20.4004078817327,86.18062
01-09-2016,20.7252090756061,72.01234
02-09-2016,20.3220888485077,77.37384
06-09-2016,20.5385637150627,91.33918
07-09-2016,20.440813953232,91.87399
08-09-2016,20.1799725961395,60.41157
09-09-2016,20.1383497313222,116.91416
12-09-2016,23.4854245096381,137.54607
13-09-2016,23.269580730037,122.25645
14-09-2016,24.338368175984,115.5547
15-09-2016,24.3948954548878,99.23526
16-09-2016,24.5090870571272,51.03395
19-09-2016,24.2425492512287,255.72784
20-09-2016,24.6628010239503,183.10677
21-09-2016,24.1705980793973,162.74104
22-09-2016,24.3825868367393,95.46304
23-09-2016,24.2629963851726,100.24876
26-09-2016,24.4662222575407,133.84113
27-09-2016,23.6748430249659,83.86247
28-09-2016,23.3599212891625,115.89158
29-09-2016,23.6524724863377,104.6553
30-09-2016,23.484041307788,120.28876
03-10-2016,23.4125928328036,64.83674
04-10-2016,22.591410198011,147.3465
05-10-2016,22.3200124369913,119.91196
06-10-2016,22.5085883928766,92.69335
07-10-2016,22.3107100327946,25.31899
10-10-2016,22.9811820333375,90.01543
11-10-2016,22.8476833553841,85.37546
12-10-2016,23.6778271955836,101.6125
13-10-2016,23.4581345555668,112.53922
14-10-2016,23.1634277831237,93.18053
17-10-2016,23.0561641246071,128.75705
18-10-2016,23.0664857912763,114.42376
19-10-2016,23.0719371634036,112.19987
20-10-2016,23.0859702081055,115.5547
21-10-2016,22.8889760266883,78.98128
24-10-2016,22.4435510782519,86.04072
25-10-2016,22.4358190291696,71.29699
26-10-2016,23.0374095101919,96.9532
27-10-2016,22.9736194215604,99.0939
28-10-2016,22.9350907182056,82.20971
31-10-2016,22.9207298142553,63.81479
01-11-2016,22.1504917041449,89.67142
02-11-2016,22.483473171003,77.03646
03-11-2016,22.6805405815597,62.05098
04-11-2016,23.8283258907484,48.21787
07-11-2016,23.7607190255595,66.01131
08-11-2016,24.4583366510423,89.67142
09-11-2016,24.3088545229696,50.19042
10-11-2016,24.7583578378121,71.23801
11-11-2016,25.451515722063,94.90303
14-11-2016,24.76288507,153.25046
15-11-2016,24.3693793954605,81.45658
16-11-2016,23.5885146285424,106.85702
17-11-2016,23.3108758136128,59.95598
18-11-2016,23.0970701939196,92.14375
21-11-2016,22.8603166958117,118.51763
22-11-2016,23.1393162482842,100.06166
23-11-2016,22.8078017800829,75.68257
25-11-2016,22.3270663755527,76.48913
28-11-2016,21.9356978888703,111.19926
29-11-2016,21.761881544873,145.42979
30-11-2016,21.2797591508168,120.17202
01-12-2016,21.4038205171283,146.61433
02-12-2016,21.2799641495618,64.86147
05-12-2016,20.4503764509756,85.22901
06-12-2016,20.2257995521136,68.57227
07-12-2016,19.3787474084913,103.34776
08-12-2016,19.8372506575382,75.39987
09-12-2016,19.0470314686216,71.08514
12-12-2016,18.9699771961551,95.49745
13-12-2016,19.1095187186422,137.07176
14-12-2016,18.7537706741531,110.94724
15-12-2016,18.7768553760474,108.93347
16-12-2016,18.1389005039293,107.9165
19-12-2016,17.914139419751,85.88138
20-12-2016,17.5732137341215,114.6426
21-12-2016,17.4712029566837,195.18497
22-12-2016,17.2467397252515,125.21734
23-12-2016,16.8232912706933,182.83653
27-12-2016,16.4879061624558,90.86844
28-12-2016,15.9136879860313,127.40646
29-12-2016,15.6069268359829,98.78432
30-12-2016,15.4703799982735,206.66643
03-01-2017,15.3987725817072,121.97439
04-01-2017,15.0832480817301,108.89063
05-01-2017,15.6103278875505,68.13826
06-01-2017,15.5006738240343,129.06108
09-01-2017,15.2625880872863,161.0276
10-01-2017,14.6648081230143,66.47293
11-01-2017,14.6598884356439,137.61409
