Date,GRNSOLAR,GRNWIND,GRNGEO,GRNFUEL,GRNBIO,CL1 Comdty,NG1 Comdty
2010-10-13,1016.06,1014.36,1002.91,1017.4,1032.49,3695.60474,164.54591
2010-10-14,1039.82,1025.17,1004.89,1017.34,1046.35,3648.6958,161.36513
2010-10-15,1027.44,1021.69,995.95,1018.52,1032.69,3583.125,155.89349
2010-10-18,1017.48,1025.51,993.07,1018.64,1015.45,3686.67505,152.25063
2010-10-19,982.35,1008.71,981.21,987.6,974.08,3526.57373,155.85425
2010-10-20,994.51,1003.29,989.21,984.47,1013.98,3628.5437,157.04312
2010-10-21,986.93,1006.9,987.9,994.51,1010.57,3570.82202,149.28661
2010-10-22,988.3,1007.21,998.75,1002.88,1004.89,3642.96509,148.59055
2010-10-25,999.66,1013.26,999.32,1017.08,1030.5,3660.99976,147.15871
2010-10-26,999.46,982.96,996.24,1032.73,1031.81,3668.93481,149.06853
2010-10-27,996.54,964.27,987.77,1038.71,1021.04,3644.28101,146.4117
2010-10-28,1008.83,967.5,984.13,1058.99,1027.28,3660.70801,173.28004
2010-10-29,991.65,966.58,987.46,1040.02,1031.23,3618.34204,179.42853
2010-11-01,982.1,965.22,983.71,1033.7,1061.76,3689.20117,170.42821
2010-11-02,993.46,977.09,990.91,1051.91,1066.89,3723.0625,171.73125
2010-11-03,993.87,985.56,995.57,1057.59,1076.17,3757.27148,170.18414
2010-11-04,1009.96,995.54,995.56,1088.43,1102.71,3825.02026,170.5316
2010-11-05,1012.65,983.38,991.96,1087.09,1086.87,3840.94116,174.11383
2010-11-08,1015.49,971.43,996.89,1146.84,1078.98,3865.02881,181.48676
2010-11-09,1009.44,970.29,978.27,1108.21,1081.63,3838.66089,186.35565
2010-11-10,990.67,965.1,972.86,1129.36,1071.78,3890.42212,179.25803
2010-11-11,972.34,944.73,982.21,1079.63,1055.36,3890.86108,174.00537
2010-11-12,944.01,932.94,956.4,1053.18,1024.7,3804.74609,170.29018
2010-11-15,940.11,927.91,967.81,1053.59,1023.8,3838.64209,173.92857
2010-11-16,911.42,902.78,957.41,1016.93,987.93,3736.17749,173.24174
2010-11-17,879.63,901.95,939.16,1013.56,998.7,3649.9646,182.86125
2010-11-18,888.64,922.14,970.91,1016.89,1032.27,3701.66626,181.21657
2010-11-19,891.76,922.01,976.81,1022.55,1020.79,3691.99536,188.60838
2010-11-22,888.95,906.11,962.89,1000.86,1022.01,3711.81348,193.94611
2010-11-23,869.6,886.58,960.96,960.17,982.25,3703.78125,194.37444
2010-11-24,881.53,878.84,965.14,969.67,996.44,3832.82129,195.02324
2010-11-26,881.34,859.83,951.22,956.98,986.36,3839.97681,201.67215
2010-11-29,861.15,837.77,947.78,959.39,980.29,3938.86475,193.42845
2010-11-30,846.65,835.85,943.54,915.09,1009.65,3859.59766,191.80975
2010-12-01,865.76,848.27,956.17,927.24,1022.14,3936.28125,193.70587
2010-12-02,880.63,866.51,975.37,929.68,1035.57,3985.52002,196.69447
2010-12-03,897.81,869.27,973.3,965.83,1053.2,4022.91455,196.16165
2010-12-06,910.76,868.08,982.84,982.94,1058.7,4017.18408,201.71317
2010-12-07,905.34,874.22,985.54,978.83,1057.96,3959.5647,196.12549
2010-12-08,911.82,863.14,997.2,961.97,1045.13,3980.10376,207.66151
2010-12-09,916.73,863.88,1002.77,982.8,1025.46,3995.64966,200.52852
2010-12-10,927.02,884.42,1003.83,1026.27,1024.54,3955.37842,199.00793
2010-12-13,921.82,898.04,990.46,1056.03,1018.7,3998.52637,199.4525
2010-12-14,919.24,905.38,986.44,1004.94,1015.21,3968.62744,191.28352
2010-12-15,908.15,888.4,979.82,1036.81,1015.77,4023.79102,191.69991
2010-12-16,904.12,889.17,982.32,1032.14,1008.26,3976.75659,183.55656
2010-12-17,904.77,887.32,977.8,1106.23,1006.41,3991.26685,184.37277
2010-12-20,906.7,866.94,977.04,1092.65,1006.41,4033.08423,192.41277
2010-12-21,920.73,882.02,973.31,1119.26,1040.4,4059.86401,183.4668
2010-12-22,921.73,871.07,978.02,1139.82,1054.26,4071.6001,186.84
2010-12-23,922.93,866.83,977.63,1172.72,1071.05,4125.27051,184.06165
2010-12-27,917.94,864.44,981,1163.35,1073.89,4117.29492,186.04744
2010-12-28,910.29,860.11,974.84,1175.65,1087.03,4118.87988,189.80432
2010-12-29,914.18,871.29,981.05,1210.06,1106.24,4096.75537,192.74352
2010-12-30,918.59,877.02,993.39,1194.59,1114.45,4028.42554,194.51591
2010-12-31,920.53,883.58,981.34,1198.15,1115.37,4085.14282,196.92552
2011-01-03,929.91,901.18,998.36,1164.83,1104.99,4086.33423,207.55275
2011-01-04,931.63,902.03,996.74,1179.61,1109.01,4015.39648,209.75482
2011-01-05,928.16,884.03,1014.66,1190.9,1102.65,4088.78394,202.53745
2011-01-06,928.78,873.62,1010.58,1171.66,1084.3,4011.12622,201.23709
2011-01-07,927.45,853.71,1010.79,1164.79,1087.1,3995.24146,200.69247
2011-01-10,942.49,852.96,1000.47,1164.6,1096.76,4047.93384,199.51665
2011-01-11,955.79,860.36,1004.69,1143.29,1112.65,4109.06104,202.09309
2011-01-12,983.3,889.19,1022.07,1157.01,1133.35,4135.53711,203.98563
2011-01-13,979.65,903.03,1021.16,1158.63,1132.3,4117.11279,198.51332
2011-01-14,973.18,905.93,1032.82,1169.33,1123.39,4152.71191,203.2352
2011-01-18,1015.58,919.38,1022.07,1222.14,1112.81,4154.5918,201.18263
2011-01-19,1013.12,923.85,1015.66,1185.13,1117.9,4134.58447,207.54831
2011-01-20,1005.03,914.61,996.11,1136.25,1102.03,4046.23999,213.78682
2011-01-21,1007.89,931.45,998.99,1152.92,1079.55,4065.19824,216.05632
2011-01-24,1028.57,943.7,998.9,1161.18,1082.35,3995.88818,208.2755
2011-01-25,1022.36,930.28,994.74,1148.43,1080.43,3938.88257,204.41611
2011-01-26,1013.66,925.29,997.49,1174.82,1068.3,3990.98096,205.23869
2011-01-27,1022.19,926.75,1008,1197.49,1066.59,3913.31982,197.21962
2011-01-28,1001.01,915.93,1011.44,1160.83,1042.61,4088.64502,197.8421
2011-01-31,1005.95,924.28,993.2,1137.86,1045.08,4232.21191,202.91115
2011-02-01,1025.94,936.32,987.14,1147.92,1070.64,4126.85791,197.63635
2011-02-02,1064.21,946.82,1000.56,1254.9,1055.53,4132.76709,201.45306
2011-02-03,1057.66,924.93,995.62,1244.99,1040.43,4132.24561,197.94067
2011-02-04,1048.3,926.43,989.01,1248.01,1033.96,4059.54541,196.52522
2011-02-07,1063.96,934.15,978.25,1271.41,1031.41,3965.03101,186.01379
2011-02-08,1046.5,927.79,983.46,1277.57,1045.48,3938.16431,183.00191
2011-02-09,1039.22,931.22,973.97,1266.51,1020.61,3944.00439,183.94135
2011-02-10,1035.36,908.28,961.59,1248.24,989.81,3965.94604,182.26982
2011-02-11,1050.85,905.06,963.53,1237.42,1004.38,3909.93628,178.63812
2011-02-14,1074.97,915.83,969.25,1231.85,1016.63,3858.85498,178.58749
2011-02-15,1076.19,910.6,962.2,1201.25,1009.11,3838.24634,180.98752
2011-02-16,1100.61,918.63,963.26,1204.2,1025.41,3868.74487,178.48392
2011-02-17,1118.71,918.1,974.05,1217.86,1019.45,3915.99414,175.39445
2011-02-18,1126.76,924.08,980,1220.55,1008.25,3896.23999,175.19521
2011-02-22,1095.34,909.74,965.42,1157.95,1005.61,4235.44629,175.03975
2011-02-23,1072.91,905.22,937.4,1125.7,1018.32,4427.49805,176.01675
2011-02-24,1088.52,910.86,914.27,1120.76,1016.07,4424.05127,172.49615
2011-02-25,1091.68,925.45,929.98,1183.96,1025.85,4436.41113,181.52663
2011-02-28,1075.71,944.83,932.47,1201.82,1052.82,4390.07422,182.76508
2011-03-01,1058.89,944.12,939.65,1189.9,1044.48,4478.36865,174.09135
2011-03-02,1056.66,937.36,937.2,1211.54,1074.62,4595.23828,171.61909
2011-03-03,1059.74,939.64,935.97,1198.24,1076.93,4590.28125,170.17056
2011-03-04,1055.65,941.34,965.41,1192.21,1078.02,4697.59473,171.35739
2011-03-07,1042.55,940.82,942.67,1176.89,1065.43,4750.33545,176.92117
2011-03-08,1039.63,942.43,948.22,1208.04,1070.01,4735.19434,174.22197
2011-03-09,1027.35,959.74,952,1183.51,1061.39,4697.62207,176.86964
2011-03-10,992.95,936.59,940.61,1178.99,1036.86,4640.24268,173.04898
2011-03-11,973.38,927.38,936.82,1176.9,1035.84,4576.47852,175.93835
2011-03-14,1022.43,970.7,960.84,1166.71,1029.31,4565.43994,176.58989
2011-03-15,1074.1,988.81,964.34,1187.9,1020.68,4397.03564,178.31567
2011-03-16,1055.18,983.8,972.87,1155.18,1008.17,4420.61279,177.67271
2011-03-17,1070,1010.15,981.49,1188.75,1003.05,4582.6626,187.87923
2011-03-18,1057.87,1028.45,999.56,1205.81,1013.63,4560.78369,188.08099
2011-03-21,1076.42,1026.74,990.34,1227.56,1046.49,4605.87354,187.28661
2011-03-22,1066.82,1024.7,999.41,1232.97,1050.05,4675.31982,191.23857
2011-03-23,1077.43,1033.56,994,1227.66,1045.55,4742.35889,194.40308
2011-03-24,1085.91,1051.61,991.19,1230.06,1044.74,4726.65576,189.96144
2011-03-25,1082.02,1055.13,1000.86,1239.54,1059.41,4708.74512,196.70403
2011-03-28,1116.93,1081.31,990.83,1238.18,1048.67,4662.46338,196.13016
2011-03-29,1120.68,1083.64,988.22,1312.63,1046.56,4692.7583,189.87781
2011-03-30,1136.28,1090.48,991.14,1311.88,1057.23,4666.34326,194.89714
2011-03-31,1143.28,1087,987.46,1305.24,1074.14,4758.37793,195.69453
2011-04-01,1138.43,1089.14,1013.15,1317.36,1097.49,4812.7749,194.49068
2011-04-04,1137.19,1104.91,1026.72,1282.08,1107.73,4836.40625,191.23579
2011-04-05,1134.14,1080.27,1012.65,1256.99,1120.71,4812.19189,187.93044
2011-04-06,1138.68,1069.42,1029.72,1257.07,1091.42,4807.021,183.12881
2011-04-07,1123.77,1043.42,1041.38,1212.27,1055.59,4875.81152,179.33969
2011-04-08,1115.99,1061.38,1042.69,1198.82,1049.05,4971.21924,178.10707
2011-04-11,1111.32,1072.28,1039.7,1198.48,1049.38,4879.23877,182.35001
2011-04-12,1087.45,1066.73,1022.12,1157.21,1035.09,4716.33105,181.90613
2011-04-13,1096.1,1075.52,1010.66,1158.63,1035.09,4766.93066,184.29521
2011-04-14,1085.76,1059.61,1009.87,1155.45,1034.43,4811.43555,187.45506
2011-04-15,1077.05,1041.99,1007.16,1145.34,1044.68,4861.50195,186.37383
2011-04-18,1043.73,1008.32,1014.48,1085.85,1016.13,4761.48389,183.9341
2011-04-19,1045.15,1014.92,992.89,1068.66,1025.23,4811.05273,189.59508
2011-04-20,1070.01,1023.14,998.2,1074.79,1033.05,4940.57861,191.0623
2011-04-21,1071.65,1032.29,1009.81,1071.83,1040.71,4982.02637,195.7494
2011-04-25,1070.51,1031.17,1019.89,1075.58,1048.16,4995.3374,195.26662
2011-04-26,1080.09,1037.49,1018.1,1108.55,1059.37,4995.58936,195.30923
2011-04-27,1086.88,1029.73,1008.5,1127.81,1033.22,5011.0542,194.51389
2011-04-28,1093.94,1045.68,1010.83,1107.67,1017.83,5014.36963,203.08952
2011-04-29,1130.35,1045.59,1015.74,1107.5,1054.3,5037.41504,207.72208
2011-05-02,1115.97,1044.37,1023.94,1105.74,1034.33,5033.47656,208.08762
2011-05-03,1094.78,1035.53,1013.17,1076.79,1010.65,4943.66846,207.89673
2011-05-04,1062.2,1010.63,1004.51,1038.06,997.26,4857.90283,203.53918
2011-05-05,1046.33,995.46,975.71,997.4,983.29,4467.04785,190.72237
2011-05-06,1052.96,983.3,990.07,1001.72,1005.5,4353.17822,189.70682
2011-05-09,1052.48,972.51,993.67,1004.41,1004.26,4586.03613,185.76688
2011-05-10,1066.12,980.52,1009.09,1017.66,998.28,4649.14941,190.02972
2011-05-11,1057.15,982.32,989.75,993.53,989.15,4389.49609,186.8698
2011-05-12,1052.23,976.01,992.19,982.12,982.74,4453.40234,188.71951
2011-05-13,1047.54,972.9,980.59,993.1,977.96,4471.04639,190.5074
2011-05-16,1026.15,973.28,966.91,991.74,965.2,4397.229,195.00089
2011-05-17,999.72,964.72,954.15,970.41,964.08,4376.45557,188.85912
2011-05-18,999.99,977.6,979.57,952.89,970.7,4510.00537,189.14088
2011-05-19,981.64,982.71,984.84,959.42,977.87,4427.83057,184.14812
2011-05-20,969.68,969.71,978.93,928.59,985.11,4478.29346,190.40288
2011-05-23,934.39,941.99,965.04,904.64,975.67,4419.70361,196.60217
2011-05-24,929.57,940.19,958.86,858.86,986.49,4501.96582,196.41573
2011-05-25,913.7,937.04,948.97,863.66,1002.81,4592.83545,198.50008
2011-05-26,910.7,929.22,948.79,857.06,1002.14,4540.91992,195.98943
2011-05-27,924.79,938.96,957.3,872.34,1008.19,4543.14746,204.05547
2011-05-31,972.78,980,988.37,971.85,1022.73,4627.40527,210.2383
2011-06-01,950.67,969.59,972.76,967.56,999.06,4497.00342,207.56436
2011-06-02,939.36,959.47,970.79,997.92,1008.81,4500.43018,214.89105
2011-06-03,937.18,962.35,952.51,986.95,1013.47,4490.8584,210.92067
2011-06-06,928.22,955.93,947.27,991.31,1002.39,4431.68701,216.05652
2011-06-07,933.86,961.17,939.04,957.12,999.29,4427.34131,215.84908
2011-06-08,900.77,934.39,934.86,902.99,996.51,4503.33008,216.67302
2011-06-09,900.23,932.86,952.89,905.99,1003.6,4559.83838,209.09138
2011-06-10,878.61,917.65,945.72,866.99,995.78,4439.75244,212.70926
2011-06-13,883.74,913.24,931.77,873.46,995.81,4365.36426,208.44279
2011-06-14,911.89,931.23,945.89,869.48,991.3,4445.56543,204.94249
2011-06-15,891.59,910.18,942.39,840.06,975.88,4243.6958,204.86652
2011-06-16,885.31,883.33,927.34,835.98,969.66,4263.72998,198.12086
2011-06-17,893.45,889.27,923.32,846.58,977.91,4173.12549,194.05194
2011-06-20,885.77,871.35,927.47,835.15,977.94,4197.39893,194.29738
2011-06-21,896.33,877.24,947.46,844.65,982.23,4188.75635,196.79083
2011-06-22,905.83,876.4,950.69,836.98,984.95,4283.43213,193.81172
2011-06-23,896.81,854.58,937.81,820.16,983.74,4091.34912,188.47536
2011-06-24,886.62,852.57,932.71,823.51,981.83,4101.74414,190.28386
2011-06-27,898.48,859.08,938,807.63,982.34,4080.8479,191.6796
2011-06-28,906.04,859.32,939.23,807.58,993.79,4183.76562,196.23927
2011-06-29,921.84,872.9,951.48,790.24,998.38,4252.09277,193.60326
2011-06-30,933.2,884.84,947.54,812.27,1004.01,4251.91504,194.90544
2011-07-01,943.17,901.43,974.66,834.44,1007.58,4237.17188,192.39993
2011-07-05,946.93,907.89,985.21,887.8,1005.51,4297.55615,193.52086
2011-07-06,930.98,901.71,985.04,867.98,1007.17,4299.9585,187.61433
2011-07-07,939.9,908.36,996.02,887.45,1007.76,4384.40137,183.64986
2011-07-08,920.29,896.24,1007.61,882.94,1009.86,4264.30566,186.39714
2011-07-11,896.65,873.09,993.19,851.05,997.46,4232.74756,190.75168
2011-07-12,868.6,855.92,981.99,859.13,998.63,4356.58252,193.75009
2011-07-13,875.77,872.62,988.44,879.52,1002.86,4365.43115,196.03256
2011-07-14,873.05,860.09,981.95,862.51,998.61,4257.96533,194.81006
2011-07-15,874.78,846.03,983.57,847.09,997.95,4328.63867,202.36519
2011-07-18,854.86,827.47,981.18,843.14,988.69,4276.07959,202.63795
2011-07-19,872.63,840.83,991.71,891.3,997.64,4338.75,201.71851
2011-07-20,886.74,848.23,996.83,920.94,995.98,4362.32324,200.02499
2011-07-21,899.23,864.65,999.14,952.83,1003.82,4402.36328,195.18195
2011-07-22,905.07,873.94,1000.62,931.61,1004.76,4429.23438,195.09566
2011-07-25,888.25,890.32,997.79,948.98,1001.93,4404.97607,194.76033
2011-07-26,890.78,891.47,991.43,941.21,993.18,4400.38428,193.08846
2011-07-27,867.45,880.16,973.92,906.61,965.3,4293.87891,192.65144
2011-07-28,854.78,871.99,969.21,947.42,963.98,4295.64209,187.09674
2011-07-29,856.14,867.02,967.01,923.4,968.49,4229.46143,183.18828
2011-08-01,855.99,857.77,973.99,925.02,968.21,4179.9043,184.4814
2011-08-02,837.23,833.59,947.44,927.02,951.51,4152.78662,183.97301
2011-08-03,822,823.83,941.22,924.51,940.69,4074.33765,181.2688
2011-08-04,774.81,796.78,910.24,810.79,898.85,3859.1499,175.56169
2011-08-05,745.34,761.86,881.04,807.19,910,3887.44556,176.34004
2011-08-08,694.63,715.88,840.99,739.8,844.16,3656.51074,176.95695
2011-08-09,719.06,713.62,847.27,768.49,886.49,3585.15308,180.56874
2011-08-10,716.03,699.17,848.59,748.2,892.96,3751.60132,181.17578
2011-08-11,744.8,710.51,864.89,786.22,906.25,3892.54517,186.54428
2011-08-12,756.54,715.87,863.31,792.13,918.81,3871.55615,184.10069
2011-08-15,788.67,732.95,883.24,832.8,941.51,3984.9187,182.46828
2011-08-16,776.83,729.62,864.68,816.79,937.35,3933.04346,178.47348
2011-08-17,763.01,746.77,851.42,823.08,932.93,3976.56982,178.57787
2011-08-18,709.05,720.23,830.77,774.29,899.68,3768.88501,178.05901
2011-08-19,679.45,703.01,805.11,772.87,892.07,3763.39453,180.255
2011-08-22,670.15,703.47,805.12,764.73,879.1,3841.33984,177.59119
2011-08-23,709.45,706.9,827.36,781.45,909.15,3898.19946,182.18062
2011-08-24,715.5,712.55,841.53,806.27,907.42,3917.78589,180.43161
2011-08-25,707.53,714.35,843.51,812.72,891.94,3927.63843,181.0029
2011-08-26,712.65,714.81,849.9,811.97,903.13,3940.25244,181.4353
2011-08-29,736.79,736.88,865.43,836.39,924.86,4019.21997,177.63414
2011-08-30,734.88,741.91,862.44,823.28,924.8,4097.17871,180.15604
2011-08-31,733.43,748.67,873.69,826.13,939.25,4093.03076,186.83873
2011-09-01,719.09,744.66,864.3,816.48,935.41,4098.56152,186.65437
2011-09-02,691.99,728.81,853.63,796.63,917.14,3958.97778,177.31824
2011-09-06,653.45,688.53,837.71,769.08,905.84,3966.81226,181.60088
2011-09-07,667.98,702.84,844.79,828.11,912.83,4124.82764,181.90981
2011-09-08,656.74,707.7,838.55,822.31,922.43,4113.66455,183.85609
2011-09-09,631.54,682.42,825.84,816.18,911.38,4062.11255,182.29219
2011-09-12,622.58,659.51,814.32,793.86,899.13,4165.21338,183.48856
2011-09-13,626.64,670.08,822.81,812.17,898.73,4293.54492,189.4281
2011-09-14,631.45,671.69,822.24,811.27,909.52,4236.56152,192.45834
2011-09-15,626.47,681.04,823.75,829.71,921.07,4251.41699,184.41829
2011-09-16,618.85,677.21,827.75,829.7,919.21,4156.5498,179.99429
2011-09-19,590.25,662.88,824.11,806.46,918.6,4097.53125,183.07407
2011-09-20,571.8,660.02,812.86,804.79,927.18,4175.49902,182.51289
2011-09-21,555.6,645.96,791.85,776.48,905.25,4152.51367,180.2709
2011-09-22,523.14,607.44,760.5,727.87,864.46,3991.48413,183.68463
2011-09-23,527.9,608.92,743.17,712.19,865.11,3947.18506,182.94968
2011-09-26,518.75,594.74,734.05,725.78,878.48,3967.66748,187.01045
2011-09-27,537.61,616.99,745.23,753.1,899.89,4144.38379,187.81003
2011-09-28,516.45,618.41,762.49,706.97,880.06,3959.79956,183.28883
2011-09-29,515.52,621.1,759.85,690.13,881.95,4022.0918,183.47673
2011-09-30,494.66,612.78,748.85,685.5,864.58,3878.13086,179.51045
2011-10-03,464.95,594.17,720.44,673.87,838.68,3815.30762,177.81172
2011-10-04,466.42,577.13,743.2,675.79,842.04,3738.66553,179.74449
2011-10-05,483.91,581.89,740.56,678.66,856.96,3932.20801,176.1795
2011-10-06,508.79,608.99,761.84,695.84,881.34,4075.81641,177.56129
2011-10-07,502.26,616.28,772.92,687.71,884.96,4079.29688,171.12596
2011-10-10,512.01,628.07,795.26,729.55,895.53,4182.95459,173.42047
2011-10-11,509.17,650.14,805.94,736.2,903.81,4232.57812,178.35921
2011-10-12,519.13,670.93,818.04,731.82,903.19,4189.50732,170.82144
2011-10-13,526.51,676.48,817.41,722.51,913.06,4138.21973,173.47803
2011-10-14,528.39,682.02,818.87,723.99,920.36,4254.93604,181.52106
2011-10-17,519.06,676.9,811.8,716.57,944.16,4228.73291,180.54604
2011-10-18,515.51,664.39,811.62,701.74,953.35,4355.16211,175.1629
2011-10-19,507.04,662.54,806.87,711.22,964.45,4233.59814,176.30569
2011-10-20,499.82,650.29,794.31,714.19,962.38,4248.57959,180.80122
2011-10-21,506.73,663.33,793.54,731.81,968.46,4372.18506,181.54073
2011-10-24,530.98,681.33,817.06,737.15,974.48,4547.52783,179.56931
2011-10-25,510.5,685.44,812.75,723.1,970.44,4612.84668,181.10757
2011-10-26,513.03,678.75,821.22,719.49,980.52,4465.80176,177.74091
2011-10-27,556.76,713.39,855.54,757.6,987.52,4651.95947,174.47324
2011-10-28,563.74,722.44,863.7,789.66,989.99,4550.2832,191.28548
2011-10-31,535.46,692.09,851.15,789.01,985.46,4537.88672,191.56613
2011-11-01,506.46,656.84,835.92,738.72,957.73,4543.12256,186.32768
2011-11-02,516.05,665.24,846.23,753.16,961.5,4550.104,184.39456
2011-11-03,517.32,667.8,853.42,738.56,962.92,4623.07031,185.66982
2011-11-04,531.49,668.55,857.18,715.91,964.79,4628.63672,185.76422
2011-11-07,527.43,676.66,859.3,713.79,963.6,4690.50977,181.49208
2011-11-08,521.71,675.42,837.23,710.55,962.39,4785.30811,185.13408
2011-11-09,499.59,661.06,820.49,713.55,945.94,4805.66943,183.31213
2011-11-10,487.67,637.2,820.59,731.18,950.3,4908.06689,183.16156
2011-11-11,501.1,655.64,827,734.64,962.61,4961.62646,179.63904
2011-11-14,490.01,653.61,825.37,739.87,959.67,4943.80273,174.19675
2011-11-15,477.64,636.13,828.04,733.21,962.46,5036.07178,172.51472
2011-11-16,473.17,632.69,819.39,720.48,957.04,5206.95557,169.72472
2011-11-17,462.93,625.23,813.23,706.53,952.43,5034.38477,173.72244
2011-11-18,452.58,613.91,816.67,697.75,958.38,4992.74951,169.96158
2011-11-21,434.34,590.45,796.9,665.06,934.64,5071.33887,177.85268
2011-11-22,431.75,592.33,799.86,665.17,937.8,5141.11426,179.13382
2011-11-23,424.49,579.12,782.08,624.92,919.01,5046.52051,181.56351
2011-11-25,422.22,572.26,774.93,632.15,920.19,5055.26465,185.03407
2011-11-28,441.14,592.86,794.86,653.35,940.62,5110.35742,175.04575
2011-11-29,441.19,597.85,795.16,659.15,946.56,5194.56836,189.11581
2011-11-30,463.79,605.68,809.48,683.22,963.42,5244.31201,185.50525
2011-12-01,467.9,615.44,802.19,677.51,975.5,5147.27393,187.39777
2011-12-02,469.83,614.93,803.34,668.66,977.13,5159.56104,183.16032
2011-12-05,472.18,629.32,808.88,681.82,982.85,5182.30176,177.60121
2011-12-06,462.34,617.37,808.59,673.03,980.44,5197.18311,178.93541
2011-12-07,464.33,620.31,809.66,675.67,982.85,5189.05225,176.65189
2011-12-08,452.6,606.35,803.59,662.38,973.42,5085.65332,178.77875
2011-12-09,458.61,607.75,807.97,673.05,979.28,5156.89355,172.06938
2011-12-12,438.75,601.44,794.29,689.55,975.53,5143.19092,171.17667
2011-12-13,433.34,597.18,790.41,648.42,968.87,5317.43408,174.1149
2011-12-14,414.77,582.41,781.79,647.12,955.26,5113.53223,168.88928
2011-12-15,407.92,571.78,775.44,646.48,957.81,5000.92432,166.59093
2011-12-16,410.73,578.65,789.08,637.72,957.99,4911.02637,164.19095
2011-12-19,403.64,554.88,783.99,626.48,961.59,4947.47607,163.15919
2011-12-20,421.09,561.92,795.11,631.69,973.31,5150.22949,165.7058
2011-12-21,421.55,567.37,796.97,635.84,978.42,5204.34912,166.41048
2011-12-22,433.51,577.81,805.5,644.12,984.62,5232.54102,166.60225
2011-12-23,437.53,584.16,804.95,646.29,992.29,5262.10742,164.38806
2011-12-27,434.04,590.96,802.76,639.71,987.22,5364.93945,164.74928
2011-12-28,424.16,583.91,788.03,639.13,988.55,5255.89551,163.13589
2011-12-29,427.38,582.57,796.02,616.07,995.94,5281.94824,160.44614
2011-12-30,431.03,588.81,801.19,626.26,1002.14,5248.3667,158.73085
2012-01-03,447.37,602.8,813.74,644.4,1007.2,5469.23535,158.98816
2012-01-04,443.56,585.91,818.61,632.05,1014.6,5479.43359,164.35117
2012-01-05,442.2,579.26,816.87,628.84,1011.65,5385.23975,157.62711
2012-01-06,440.57,573.19,813.87,617.53,994.51,5354.75098,161.44395
2012-01-09,446.07,578.47,810.34,630.86,990.44,5308.64404,157.7764
2012-01-10,458.67,584.64,824.58,622.24,1003.68,5295.521,152.3291
2012-01-11,483.31,592.42,818.58,642.6,999.69,5224.30957,143.67239
2012-01-12,504.71,600.24,820,632.08,1006.33,5105.63184,138.94943
2012-01-13,484.73,602.43,813.85,636.15,1005.71,5077.86816,137.36482
2012-01-17,494.05,617.44,820.97,623.67,1018.58,5105.99707,126.1416
2012-01-18,507.18,617.96,821.59,629.73,1031.29,5070.7417,124.61352
2012-01-19,503.5,627.09,806,629.53,1024.22,5050.62109,116.81982
2012-01-20,497.62,630.55,810.72,655.12,1035.54,4946.38428,117.70646
2012-01-23,497.76,638.58,812.95,668.53,1046.18,4976.50977,126.18687
2012-01-24,491.24,633.6,808.65,670.16,1048.7,4950.46826,127.77662
2012-01-25,492.79,635.63,812.79,651.45,1062.5,4994.35303,137.11861
2012-01-26,501.71,654.63,809.83,658.6,1052.84,5009.42627,130.88823
2012-01-27,513.29,655.96,819.88,669.63,1032.31,4917.76611,132.27982
2012-01-30,510.98,632.75,770.73,672.87,1022.17,4918.25635,135.08028
2012-01-31,511.43,640.51,757.42,672.81,1031.12,4879.19141,124.01113
2012-02-01,523.79,661.93,772.21,674.5,1050.36,4792.65088,116.9562
2012-02-02,534.79,662.73,776.48,682.64,1049.03,4725.97607,125.26093
2012-02-03,541.47,685.89,779.91,699.44,1053.16,4777.03809,122.01367
2012-02-06,542.9,676.72,785.42,710.07,1058.76,4754.40479,125.103
2012-02-07,545.28,678.31,784.65,728.82,1059.68,4837.34375,121.51116
2012-02-08,562.7,685.37,793.62,744.46,1062.88,4857.02539,120.45384
2012-02-09,587.25,706.5,796.8,765.45,1072.31,4927.60303,122.25233
2012-02-10,567.75,690.45,783.7,755.7,1062.09,4885.15186,122.63627
2012-02-13,559.91,689.42,792.62,766.09,1076.01,4959.72656,119.48365
2012-02-14,537.86,672.68,789.31,756.2,1074.41,4979.07471,125.1441
2012-02-15,532.82,671.53,788.05,775.03,1081.68,5026.375,119.73438
2012-02-16,530.41,669.17,788.97,788.14,1085.47,5053.60254,126.79697
2012-02-17,546.8,674.13,794.23,780.93,1095.1,5094.89404,132.4554
2012-02-21,555.18,689.26,780.61,832.18,1101.02,5209.97412,129.26485
2012-02-22,550.68,675.27,777.32,884.69,1086.42,5222.47168,129.87386
2012-02-23,526.83,666.22,774.43,859.51,1086.15,5305.77539,128.96631
2012-02-24,515.67,661.97,766.8,848.94,1101.62,5378.18115,124.93725
2012-02-27,513.01,644.69,754.67,835.38,1100.62,5334.0957,120.18421
2012-02-28,517.85,645.22,768.32,811.8,1097.55,5224.14648,123.50657
2012-02-29,505.15,644.07,810.11,822.81,1091.29,5258.20752,128.47176
2012-03-01,496.61,644.73,807.86,791.41,1101.78,5353.83984,121.15497
2012-03-02,495.66,650.1,800.04,778.17,1092.23,5277.38184,122.85864
2012-03-05,488.46,634.55,788.82,800.8,1083.92,5317.85742,117.34965
2012-03-06,469.35,616.41,779.06,785.96,1061.51,5275.30957,118.70706
2012-03-07,466.49,617.72,793,795.26,1074.52,5337.72461,115.74456
2012-03-08,478.31,623.62,811.69,796.91,1077.18,5358.84229,114.23616
