Date,EPU,TCI
09-07-2013,142.43,21.5178177529424
10-07-2013,64.98,21.3950805656206
11-07-2013,26.79,21.3421947938267
12-07-2013,50.01,21.5999916646126
15-07-2013,75.52,21.3143203925374
16-07-2013,90.59,20.3143614150924
17-07-2013,70.45,20.2338938079422
18-07-2013,46.82,20.1470147253617
19-07-2013,87.73,19.9977065855032
22-07-2013,177.9,19.9101359763224
23-07-2013,63.97,20.0694079884262
24-07-2013,107.63,19.9343281656595
25-07-2013,57.31,20.059876625967
26-07-2013,28.78,19.7863402878536
29-07-2013,133.04,19.6724258736026
30-07-2013,76.21,19.2339012068541
31-07-2013,77.62,18.6065048280568
01-08-2013,92.95,18.3087082392036
02-08-2013,57.34,17.5919732175726
05-08-2013,65.12,17.3853281170245
06-08-2013,60.63,17.255549726816
07-08-2013,100.46,17.4813314430836
08-08-2013,83.3,18.5582911658056
09-08-2013,99.01,18.1061303081698
12-08-2013,80.69,18.5649964274539
13-08-2013,82.77,18.3361707216133
14-08-2013,65.28,17.8804858995315
15-08-2013,43.95,17.9210768885181
16-08-2013,76.5,18.7532215709384
19-08-2013,136.62,18.5440413305777
20-08-2013,111.56,18.9340080525877
21-08-2013,96.17,18.3848968834494
22-08-2013,89.29,18.1859771621673
23-08-2013,45.99,17.9873007626851
26-08-2013,124.03,18.198379782841
27-08-2013,86.16,18.1334865134587
28-08-2013,64.04,20.2709012689371
29-08-2013,87.64,19.8060943252032
30-08-2013,91.16,19.7463163470604
03-09-2013,168.05,19.4964352661545
04-09-2013,133.57,18.8035763241855
05-09-2013,121.68,18.543413235621
06-09-2013,174.48,19.1164607257877
09-09-2013,59.96,18.9488641911907
10-09-2013,53,19.1824577246076
11-09-2013,96.02,18.6441340496553
12-09-2013,59.84,18.1955981448014
13-09-2013,39.94,18.1627080990792
16-09-2013,149.94,18.1559186176185
17-09-2013,127.79,18.0383168557388
18-09-2013,84.39,17.7222491944486
