Date,Carbon,TCI
11-08-2016,95.98,22.6569697700421
12-08-2016,96.38,22.109783570765
15-08-2016,94.61,21.9105224901098
16-08-2016,92.44,22.4166807912276
17-08-2016,88.31,22.0465543663109
18-08-2016,92.25,21.8069349302957
19-08-2016,93.82,22.9026812746932
22-08-2016,96.38,21.8606634879893
23-08-2016,92.64,21.397765697747
24-08-2016,90.67,21.6120109056838
25-08-2016,92.64,22.1509962901208
26-08-2016,92.44,22.0334238595852
29-08-2016,92.44,21.8404175127305
30-08-2016,89.49,21.5800699608262
31-08-2016,87.92,20.4004078817327
01-09-2016,86.15,20.7252090756061
02-09-2016,80.25,20.3220888485077
06-09-2016,81.24,20.5385637150627
07-09-2016,78.88,20.440813953232
08-09-2016,80.25,20.1799725961395
09-09-2016,80.25,20.1383497313222
12-09-2016,79.27,23.4854245096381
13-09-2016,79.27,23.269580730037
14-09-2016,78.29,24.338368175984
15-09-2016,81.43,24.3948954548878
16-09-2016,85.75,24.5090870571272
19-09-2016,86.54,24.2425492512287
20-09-2016,81.82,24.6628010239503
21-09-2016,82.81,24.1705980793973
22-09-2016,86.93,24.3825868367393
23-09-2016,89.28,24.2629963851726
26-09-2016,90.85,24.4662222575407
27-09-2016,87.12,23.6748430249659
28-09-2016,97.33,23.3599212891625
29-09-2016,98.77,23.6524724863377
30-09-2016,97.52,23.484041307788
03-10-2016,104.39,23.4125928328036
04-10-2016,102.43,22.591410198011
05-10-2016,107.73,22.3200124369913
06-10-2016,115.18,22.5085883928766
07-10-2016,111.76,22.3107100327946
10-10-2016,111.26,22.9811820333375
11-10-2016,106.75,22.8476833553841
12-10-2016,108.52,23.6778271955836
13-10-2016,111.06,23.4581345555668
14-10-2016,114.1,23.1634277831237
17-10-2016,115.38,23.0561641246071
18-10-2016,116.95,23.0664857912763
19-10-2016,111.46,23.0719371634036
20-10-2016,109.58,23.0859702081055
21-10-2016,115.65,22.8889760266883
24-10-2016,114.08,22.4435510782519
25-10-2016,114.08,22.4358190291696
26-10-2016,116.63,23.0374095101919
27-10-2016,114.08,22.9736194215604
28-10-2016,115.58,22.9350907182056
31-10-2016,115.98,22.9207298142553
01-11-2016,118.52,22.1504917041449
02-11-2016,122.64,22.483473171003
03-11-2016,127.73,22.6805405815597
